accession	description
"BBN45336"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39844"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit I"
"BBN45275"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39861"	"Fagus crenata (Japanese beech) photosystem II protein V"
"BBN45299"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WAQ68621"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BBN45371"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WAQ68620"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"WPW47953"	"Fagus crenata (Japanese beech) photosystem II protein J"
"BAG74548"	"Fagus crenata (Japanese beech) partial transcription factor MYB312"
"WAQ68631"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BAG74539"	"Fagus crenata (Japanese beech) partial transcription factor MYB268"
"BBN45322"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAI48053"	"Fagus crenata (Japanese beech) partial transcription factor MYBR22"
"BBN45361"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74503"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP4"
"QNU39867"	"Fagus crenata (Japanese beech) photosystem II protein K"
"BAG74525"	"Fagus crenata (Japanese beech) partial transcription factor MYBD6"
"BAG74494"	"Fagus crenata (Japanese beech) partial transcription factor MYBF6"
"BAG74500"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP1"
"QBB88626"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"BAG74531"	"Fagus crenata (Japanese beech) partial transcription factor MYBH2"
"BAG74543"	"Fagus crenata (Japanese beech) partial transcription factor MYB295"
"BAG74509"	"Fagus crenata (Japanese beech) partial transcription factor MYBC3"
"BBN45251"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45374"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45359"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39806"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"BBN45334"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45235"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW48041"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"BBN45252"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39811"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 2"
"BBN45289"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45294"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45332"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45342"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW48015"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WPW47824"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WPW47848"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"BBN45283"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45350"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45362"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39831"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"QNU39866"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"QNU39845"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit J"
"BAG74555"	"Fagus crenata (Japanese beech) partial transcription factor MYB459"
"WPW47922"	"Fagus crenata (Japanese beech) photosystem II protein K"
"QNU39833"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"BAG74529"	"Fagus crenata (Japanese beech) partial transcription factor MYBD10"
"QBB88648"	"Fagus crenata (Japanese beech) photosystem II protein L"
"BBN45324"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW48094"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"QBB88643"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"BBN45397"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45338"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45365"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45260"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45368"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45293"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45296"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45245"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW48117"	"Fagus crenata (Japanese beech) photosystem II protein J"
"BBN45302"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45297"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW47795"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"BBN45319"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39863"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"BBN45241"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45263"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45264"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45273"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45237"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45253"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45351"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW47867"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"BBN45315"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45375"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45377"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39813"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 1"
"WPW47765"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"BAG74498"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAL2"
"BAI48068"	"Fagus crenata (Japanese beech) partial transcription factor MYBR8"
"BAG74526"	"Fagus crenata (Japanese beech) partial transcription factor MYBD7"
"BAG74499"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAL3"
"WAQ68630"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BAG74492"	"Fagus crenata (Japanese beech) partial transcription factor MYBF4"
"BAG74558"	"Fagus crenata (Japanese beech) partial transcription factor MYB605"
"BAG74551"	"Fagus crenata (Japanese beech) partial transcription factor MYB359"
"BAG74527"	"Fagus crenata (Japanese beech) partial transcription factor MYBD8"
"BAG74535"	"Fagus crenata (Japanese beech) partial transcription factor MYBH6"
"BAG74508"	"Fagus crenata (Japanese beech) partial transcription factor MYBC2"
"BAG74516"	"Fagus crenata (Japanese beech) partial transcription factor MYBC10"
"BAI48059"	"Fagus crenata (Japanese beech) partial transcription factor MYBFL11"
"BAI48060"	"Fagus crenata (Japanese beech) partial transcription factor MYBR16"
"BAI48061"	"Fagus crenata (Japanese beech) partial transcription factor MYBFL8"
"BAG74489"	"Fagus crenata (Japanese beech) partial transcription factor MYBF1"
"BAG74476"	"Fagus crenata (Japanese beech) partial transcription factor MYBS17"
"BAG74490"	"Fagus crenata (Japanese beech) partial transcription factor MYBF2"
"BAG74514"	"Fagus crenata (Japanese beech) partial transcription factor MYBC8"
"BAG74541"	"Fagus crenata (Japanese beech) partial transcription factor MYB283"
"WPW47789"	"Fagus crenata (Japanese beech) photosystem II protein J"
"BAG74517"	"Fagus crenata (Japanese beech) partial transcription factor MYBC11"
"BAG74554"	"Fagus crenata (Japanese beech) partial transcription factor MYB458"
"BAI48058"	"Fagus crenata (Japanese beech) partial transcription factor MYBR21"
"QBB88647"	"Fagus crenata (Japanese beech) photosystem II protein J"
"BAG74468"	"Fagus crenata (Japanese beech) partial transcription factor MYBS9"
"BAG74506"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP7"
"BAG74540"	"Fagus crenata (Japanese beech) partial transcription factor MYB274"
"BBN45288"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74479"	"Fagus crenata (Japanese beech) partial transcription factor MYBS20"
"BAI48051"	"Fagus crenata (Japanese beech) partial transcription factor MYBR12"
"WPW47906"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"BBN45326"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74502"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP3"
"BAG74496"	"Fagus crenata (Japanese beech) partial transcription factor MYBF8"
"WAQ68632"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BAG74501"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP2"
"QBB88683"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"BAG74462"	"Fagus crenata (Japanese beech) partial transcription factor MYBS3"
"QBB88628"	"Fagus crenata (Japanese beech) photosystem II protein M"
"BAG74524"	"Fagus crenata (Japanese beech) partial transcription factor MYBD5"
"QBB88629"	"Fagus crenata (Japanese beech) photosystem II protein D2"
"BAG74470"	"Fagus crenata (Japanese beech) partial transcription factor MYBS11"
"BAG74467"	"Fagus crenata (Japanese beech) partial transcription factor MYBS8"
"QBB88665"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WAQ68625"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"QBB88653"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"BAG74553"	"Fagus crenata (Japanese beech) partial transcription factor MYB399"
"BAG74505"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP6"
"BAG74495"	"Fagus crenata (Japanese beech) partial transcription factor MYBF7"
"WAQ68619"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BAG74477"	"Fagus crenata (Japanese beech) partial transcription factor MYBS18"
"BAG74515"	"Fagus crenata (Japanese beech) partial transcription factor MYBC9"
"BAG74552"	"Fagus crenata (Japanese beech) partial transcription factor MYB393"
"BBN45384"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"ANN81464"	"Fagus crenata (Japanese beech) partial LEAFY-like protein"
"WAQ68624"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"WAQ68626"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"WAQ68634"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"WAQ68633"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"WAQ68622"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BAG74528"	"Fagus crenata (Japanese beech) partial transcription factor MYBD9"
"WPW47987"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"WPW48031"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WPW48036"	"Fagus crenata (Japanese beech) photosystem II protein L"
"WPW48084"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"BAG74518"	"Fagus crenata (Japanese beech) partial transcription factor MYBC12"
"BAG74521"	"Fagus crenata (Japanese beech) partial transcription factor MYBD2"
"WPW47949"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"BAG74461"	"Fagus crenata (Japanese beech) partial transcription factor MYBS2"
"BAG74486"	"Fagus crenata (Japanese beech) partial transcription factor MYBP1"
"BAG74497"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAL1"
"BAG74485"	"Fagus crenata (Japanese beech) partial transcription factor MYBM6"
"BBN45316"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45279"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39868"	"Fagus crenata (Japanese beech) photosystem II protein I"
"QNU39871"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WAQ68623"	"Fagus crenata (Japanese beech) partial CRABS CLAW protein"
"BBN45285"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45244"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45250"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39810"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 2"
"QNU39809"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 5"
"BBN45343"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39870"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"BBN45256"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45282"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45396"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74519"	"Fagus crenata (Japanese beech) partial transcription factor MYBC13"
"BBN45246"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45258"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45265"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45268"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QBB88661"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WPW47889"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"BBN45317"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45380"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45287"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45333"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45267"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45270"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45321"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45389"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45388"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74512"	"Fagus crenata (Japanese beech) partial transcription factor MYBC6"
"BBN45272"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45356"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74560"	"Fagus crenata (Japanese beech) partial transcription factor MYB682"
"BAG74471"	"Fagus crenata (Japanese beech) partial transcription factor MYBS12"
"BBN45373"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74491"	"Fagus crenata (Japanese beech) partial transcription factor MYBF3"
"BAG74507"	"Fagus crenata (Japanese beech) partial transcription factor MYBC1"
"BAG74544"	"Fagus crenata (Japanese beech) partial transcription factor MYB304"
"BBN45307"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45248"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45325"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45346"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45370"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45259"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45276"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45358"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45339"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45281"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45303"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45310"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45242"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39843"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 6"
"BBN45352"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QBB88618"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WPW47772"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"BAG74464"	"Fagus crenata (Japanese beech) partial transcription factor MYBS5"
"BAG74475"	"Fagus crenata (Japanese beech) partial transcription factor MYBS16"
"BBN45341"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45395"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74520"	"Fagus crenata (Japanese beech) partial transcription factor MYBD1"
"BBN45348"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45318"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45320"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45353"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45372"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74504"	"Fagus crenata (Japanese beech) partial transcription factor MYBGAP5"
"BBN45286"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74546"	"Fagus crenata (Japanese beech) partial transcription factor MYB418"
"BBN45327"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45292"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45313"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45277"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45357"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74488"	"Fagus crenata (Japanese beech) partial transcription factor MYBP3"
"BBN45243"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45331"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45284"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45290"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45269"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45387"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45335"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45391"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45291"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45394"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45309"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45300"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45386"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAI48052"	"Fagus crenata (Japanese beech) partial transcription factor MYBFL21"
"BAI48067"	"Fagus crenata (Japanese beech) partial transcription factor MYBFL14"
"BAG74538"	"Fagus crenata (Japanese beech) partial transcription factor MYB267"
"BAG74482"	"Fagus crenata (Japanese beech) partial transcription factor MYBM3"
"BAG74533"	"Fagus crenata (Japanese beech) partial transcription factor MYBH4"
"BAG74523"	"Fagus crenata (Japanese beech) partial transcription factor MYBD4"
"BBN45364"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45308"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45238"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW47954"	"Fagus crenata (Japanese beech) photosystem II protein L"
"QNU39807"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"BAG74463"	"Fagus crenata (Japanese beech) partial transcription factor MYBS4"
"BBN45382"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAI48066"	"Fagus crenata (Japanese beech) partial transcription factor MYBFL9"
"BBN45392"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WPW47882"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WPW47929"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"BBN45314"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAG74473"	"Fagus crenata (Japanese beech) partial transcription factor MYBS14"
"QBB88682"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"BAG74493"	"Fagus crenata (Japanese beech) partial transcription factor MYBF5"
"WXH79009"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WXH79188"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WXH79031"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXH78966"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WXG25871"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WXH78748"	"Fagus crenata (Japanese beech) photosystem II protein D2"
"WXH79095"	"Fagus crenata (Japanese beech) photosystem II protein J"
"WXH78663"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WXH78908"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"WXH78763"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WXH78825"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"WXH78832"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"WXH79062"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WXH78652"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WXH78883"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"WXH78900"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WXH78942"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WXH78949"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXH79073"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WXH78655"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH78736"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WXH78867"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXH78666"	"Fagus crenata (Japanese beech) photosystem II protein D2"
"WXH78850"	"Fagus crenata (Japanese beech) photosystem II protein L"
"WXH78826"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"WXH79011"	"Fagus crenata (Japanese beech) chloroplast envelope membrane protein"
"WXH79178"	"Fagus crenata (Japanese beech) photosystem II protein L"
"WXG25883"	"Fagus crenata (Japanese beech) photosystem II protein D2"
"WXH78996"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"WXH78884"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WXH79183"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"WXH78862"	"Fagus crenata (Japanese beech) photosystem II protein T"
"WXH78743"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"WXH78929"	"Fagus crenata (Japanese beech) chloroplast envelope membrane protein"
"WXH78686"	"Fagus crenata (Japanese beech) photosystem II protein L"
"WXH78860"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WXH78744"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"WXH78912"	"Fagus crenata (Japanese beech) photosystem II protein D2"
"WXH78937"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"WXH79071"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"WXH79144"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WXH79211"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"WXH78750"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"WXH78747"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH78781"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WXH78901"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH79113"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXH79160"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"WXH78980"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WPW47807"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WPW47884"	"Fagus crenata (Japanese beech) photosystem II protein T"
"WXG25916"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WXG25937"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"WXH78914"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"WXH79158"	"Fagus crenata (Japanese beech) photosystem II protein D2"
"WXG25872"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH79106"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WPW47933"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH78699"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WXH78696"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WXH78849"	"Fagus crenata (Japanese beech) photosystem II protein J"
"WXH78911"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH78737"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXG25880"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WXH78816"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WXH78845"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WPW48123"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"WXH79175"	"Fagus crenata (Japanese beech) chloroplast envelope membrane protein"
"WXG25898"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WXH78719"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"WXH78703"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXH78745"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WXH78767"	"Fagus crenata (Japanese beech) photosystem II protein J"
"WXH78898"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WXH78927"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WXH79109"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WXH79191"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WXH78720"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WPW47787"	"Fagus crenata (Japanese beech) chloroplast envelope membrane protein"
"WXH78780"	"Fagus crenata (Japanese beech) photosystem II protein T"
"WPW48113"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WXG25913"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WXH78909"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WPW47971"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXH78990"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"WXH79064"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WXH78993"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH79075"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH78802"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WPW47964"	"Fagus crenata (Japanese beech) clp protease proteolytic subunit"
"WXH78685"	"Fagus crenata (Japanese beech) photosystem II protein J"
"WPW48095"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WXH79048"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WXH78982"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WPW47840"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WPW47841"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WPW47936"	"Fagus crenata (Japanese beech) photosystem II protein Z"
"WPW47849"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WPW47923"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH78907"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"WPW48070"	"Fagus crenata (Japanese beech) photosystem I subunit VII"
"WPW48131"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WXH78654"	"Fagus crenata (Japanese beech) photosystem II protein K"
"WXH78668"	"Fagus crenata (Japanese beech) photosystem II protein Z"
